month,num_neg,num_neu,num_pos
2014-11,2,1,6
2014-12,0,0,4
2015-01,0,0,3
2015-02,0,0,6
2015-03,2,0,8
2015-04,1,0,4
2015-05,1,0,4
2015-06,2,0,3
2015-07,1,0,3
2015-08,1,0,3
2015-09,1,0,6
2015-10,0,0,2
2015-11,0,0,4
2015-12,0,0,5
2016-01,3,0,1
2016-02,1,0,4
2016-03,0,0,2
2016-04,0,0,2
2016-05,1,0,4
2016-06,0,0,1
2016-07,0,0,2
2016-08,0,0,4
2016-09,1,0,4
2016-10,1,0,4
2016-11,0,0,4
2016-12,0,0,8
2017-01,3,0,6
2017-02,1,0,4
2017-03,2,0,1
2017-04,0,0,7
2017-05,0,0,4
2017-06,2,0,4
2017-07,1,0,3
2017-08,0,0,3
2017-09,1,0,6
2017-10,1,0,9
2017-11,1,0,4
2017-12,0,0,10
2018-01,0,0,2
2018-02,0,0,5
2018-03,3,0,4
2018-04,2,0,5
2018-05,2,0,2
2018-06,1,0,1
2018-07,1,0,4
2018-08,3,0,4
2018-09,0,0,3
2018-10,0,0,1
2018-11,1,0,4
2018-12,0,0,3
2019-01,1,0,3
2019-02,0,0,2
2019-03,1,0,4
2019-04,0,1,1
2019-05,1,0,2
2019-06,0,0,3
2019-07,1,0,1
2019-08,0,0,2
2019-09,0,0,2
2019-11,1,0,1
2019-12,1,0,2
2020-01,0,0,1
2020-02,0,0,3
2020-03,1,0,2
2020-07,1,0,0
2020-11,0,0,1
2020-12,1,0,0
2021-01,1,0,0
2021-04,2,0,0
2021-05,1,0,1
2021-07,0,0,1
2021-08,2,0,3
2021-09,0,0,1
2021-10,1,0,2
2021-11,0,0,1
2021-12,1,0,3
2022-01,0,0,2
2022-02,0,0,5
2022-03,2,0,0
2022-04,1,0,0
2022-05,0,0,3
2022-06,0,0,1
2022-07,1,0,6
2022-08,0,0,1
2022-09,0,0,2
2022-10,0,0,1
2022-11,1,0,0
2022-12,0,0,2
2023-01,1,0,1
2023-07,1,0,1
2023-08,0,0,1
2023-11,1,0,1
2023-12,0,0,1
2024-05,0,0,1
2024-07,0,0,1
2024-08,1,0,1
2024-09,1,0,1
2024-10,0,0,2
2025-01,0,0,2
