month,num_neg,num_pos
2023-09,0,6
2023-10,2,19
2023-11,2,15
2023-12,1,8
2024-01,1,22
2024-02,0,12
2024-03,0,9
2024-04,0,5
2024-05,2,6
2024-06,0,13
2024-07,0,12
2024-08,1,11
2024-09,2,12
2024-10,0,8
2024-11,2,15
2024-12,1,13
2025-01,2,8
2025-02,1,16
