month,num_neg,num_neu,num_pos
2015-07,0,0,4
2015-08,0,0,2
2015-09,1,0,4
2015-10,0,0,4
2015-11,0,0,4
2015-12,0,0,1
2016-01,2,0,4
2016-02,2,0,4
2016-04,2,0,1
2016-05,0,0,1
2016-06,0,0,4
2016-08,1,0,3
2016-09,0,0,1
2016-10,0,0,1
2016-12,0,0,1
2017-01,0,0,1
2017-03,0,0,4
2017-05,2,0,0
2017-07,1,0,2
2017-08,0,0,2
2017-09,0,0,2
2017-10,0,0,1
2017-11,1,0,1
2017-12,0,0,1
2018-01,1,0,0
2018-02,1,0,1
2018-03,0,0,2
2018-04,0,0,1
2018-05,0,0,2
2018-06,0,0,2
2018-07,0,0,3
2018-08,0,0,4
2018-09,0,0,2
2018-10,0,0,2
2018-11,0,0,3
2019-02,1,0,0
2019-03,0,0,4
2019-04,1,0,1
2019-05,0,0,1
2019-06,0,0,1
2019-07,0,0,2
2019-09,0,0,3
2019-10,2,0,2
2019-11,0,0,1
2019-12,0,0,2
2020-01,0,0,1
2020-03,1,0,0
2020-12,0,0,1
2021-03,0,0,2
2021-04,0,0,1
2021-05,0,0,2
2021-07,0,0,1
2021-09,1,0,0
2021-11,0,0,1
2021-12,0,0,1
2022-03,0,0,1
2022-12,0,0,1
2023-02,1,0,0
2023-03,0,0,1
2023-04,0,0,1
2023-05,1,0,0
2023-06,0,0,1
2023-07,0,0,1
2023-08,0,0,2
2023-09,0,0,1
2023-10,1,0,0
2023-11,0,0,2
2023-12,0,1,0
2024-01,0,0,1
2024-05,0,0,1
2024-06,0,0,1
2024-09,1,0,1
2024-11,0,0,2
2024-12,0,0,1
2025-01,0,0,1
2025-03,0,0,1
